order_id,date_id,product_id,supplier_id,warehouse_id,region,order_qty,forecasted_qty,unit_cost,total_order_value,actual_lead_days,promised_lead_days,on_time_delivery,forecast_accuracy_pct,stockout_flag,return_flag
ORD02537,20251130,PRD007,SUP003,WH001,International,369,417,541.8,199924.2,24,18,0,88.49,0,0
ORD02538,20251222,PRD009,SUP001,WH002,South,187,195,411.6,76969.2,23,18,0,95.9,0,0
ORD02539,20230123,PRD021,SUP005,WH005,North,408,386,200.27,81710.16,2,14,1,94.3,0,0
ORD02540,20231226,PRD016,SUP006,WH006,East,417,475,928.82,387317.94,18,10,0,87.79,0,0
ORD02541,20240713,PRD020,SUP006,WH006,North,58,65,732.91,42508.78,21,6,0,89.23,0,0
ORD02542,20241102,PRD011,SUP006,WH004,North,77,69,1017.76,78367.52,20,18,0,88.41,1,0
ORD02543,20241109,PRD012,SUP003,WH002,East,16,17,877.03,14032.48,12,11,0,94.12,0,0
ORD02544,20240315,PRD015,SUP004,WH003,West,103,105,846.96,87236.88,4,17,1,98.1,0,0
ORD02545,20250721,PRD018,SUP003,WH005,International,393,357,764.64,300503.52,9,14,1,89.92,0,0
ORD02546,20230107,PRD019,SUP002,WH006,South,90,83,429.55,38659.5,11,19,1,91.57,0,0
ORD02547,20240225,PRD016,SUP008,WH006,International,447,456,928.82,415182.54,17,17,1,98.03,1,0
ORD02548,20250412,PRD032,SUP007,WH005,West,259,245,717.71,185886.89,13,6,0,94.29,0,0
ORD02549,20240712,PRD015,SUP008,WH006,East,47,52,846.96,39807.12,19,10,0,90.38,0,0
ORD02550,20250702,PRD005,SUP006,WH003,International,359,316,283.03,101607.77,8,5,0,86.39,1,1
ORD02551,20251003,PRD011,SUP007,WH006,North,54,61,1017.76,54959.04,5,9,1,88.52,0,0
ORD02552,20230506,PRD015,SUP001,WH005,South,368,406,846.96,311681.28,10,9,0,90.64,0,0
ORD02553,20240130,PRD029,SUP010,WH001,South,146,156,482.28,70412.88,15,17,1,93.59,0,0
ORD02554,20250327,PRD018,SUP005,WH006,West,320,297,764.64,244684.8,19,19,1,92.26,0,0
ORD02555,20250530,PRD013,SUP004,WH005,West,476,507,99.17,47204.92,9,12,1,93.89,0,0
ORD02556,20240729,PRD004,SUP010,WH001,East,317,311,509.2,161416.4,16,18,1,98.07,0,0
ORD02557,20231121,PRD017,SUP003,WH006,West,470,489,1040.45,489011.5,16,18,1,96.11,1,0
ORD02558,20250718,PRD004,SUP002,WH006,International,376,355,509.2,191459.2,8,17,1,94.08,0,0
ORD02559,20250412,PRD016,SUP009,WH005,South,314,346,928.82,291649.48,3,14,1,90.75,0,0
ORD02560,20251120,PRD023,SUP008,WH004,East,238,205,278.71,66332.98,3,9,1,83.9,0,0
ORD02561,20250416,PRD015,SUP010,WH004,West,192,203,846.96,162616.32,10,5,0,94.58,0,0
ORD02562,20250714,PRD014,SUP002,WH002,North,476,523,744.13,354205.88,12,4,0,91.01,0,0
ORD02563,20240318,PRD012,SUP006,WH004,South,335,350,877.03,293805.05,15,6,0,95.71,0,0
ORD02564,20230316,PRD003,SUP003,WH003,East,213,193,813.66,173309.58,15,10,0,89.64,1,0
ORD02565,20240710,PRD032,SUP003,WH002,South,472,442,717.71,338759.12,19,12,0,93.21,0,0
ORD02566,20231229,PRD010,SUP005,WH004,International,120,121,127.14,15256.8,14,14,1,99.17,0,0
ORD02567,20240323,PRD008,SUP007,WH001,West,396,376,911.77,361060.92,11,14,1,94.68,0,0
ORD02568,20230919,PRD006,SUP007,WH005,West,77,66,242.61,18680.97,6,11,1,83.33,0,0
ORD02569,20230505,PRD022,SUP010,WH004,West,366,316,267.44,97883.04,12,13,1,84.18,0,0
ORD02570,20250629,PRD014,SUP001,WH001,North,47,51,744.13,34974.11,18,15,0,92.16,0,0
ORD02571,20230902,PRD031,SUP007,WH002,International,207,181,187.65,38843.55,2,3,1,85.64,0,0
ORD02572,20240625,PRD017,SUP007,WH005,North,314,354,1040.45,326701.3,24,5,0,88.7,0,0
ORD02573,20240429,PRD021,SUP006,WH004,International,101,99,200.27,20227.27,16,13,0,97.98,0,0
ORD02574,20230502,PRD019,SUP006,WH002,International,273,294,429.55,117267.15,4,17,1,92.86,0,0
ORD02575,20230505,PRD016,SUP002,WH004,International,252,224,928.82,234062.64,4,9,1,87.5,0,0
ORD02576,20230619,PRD015,SUP003,WH002,West,125,141,846.96,105870.0,21,18,0,88.65,0,0
ORD02577,20230504,PRD032,SUP003,WH004,West,104,89,717.71,74641.84,17,8,0,83.15,0,0
ORD02578,20251124,PRD026,SUP003,WH001,West,222,192,477.78,106067.16,20,12,0,84.38,0,0
ORD02579,20241007,PRD015,SUP002,WH003,North,255,221,846.96,215974.8,22,6,0,84.62,0,0
ORD02580,20250224,PRD001,SUP009,WH001,East,182,160,769.12,139979.84,10,8,0,86.25,0,0
ORD02581,20230720,PRD024,SUP006,WH005,International,294,293,484.39,142410.66,18,14,0,99.66,0,0
ORD02582,20240104,PRD023,SUP002,WH004,North,88,96,278.71,24526.48,19,5,0,91.67,0,0
ORD02583,20250307,PRD023,SUP003,WH003,West,442,413,278.71,123189.82,11,14,1,92.98,0,0
ORD02584,20230318,PRD012,SUP010,WH003,West,289,310,877.03,253461.67,14,18,1,93.23,0,0
ORD02585,20230228,PRD010,SUP006,WH005,East,158,171,127.14,20088.12,4,14,1,92.4,0,0
ORD02586,20240306,PRD014,SUP004,WH005,West,378,424,744.13,281281.14,16,17,1,89.15,0,0
ORD02587,20240929,PRD010,SUP007,WH003,International,288,258,127.14,36616.32,3,18,1,88.37,0,1
ORD02588,20230419,PRD010,SUP006,WH005,South,360,321,127.14,45770.4,22,8,0,87.85,0,0
ORD02589,20251004,PRD020,SUP006,WH005,West,235,208,732.91,172233.85,11,19,1,87.02,0,0
ORD02590,20230309,PRD029,SUP003,WH004,East,421,403,482.28,203039.88,5,5,1,95.53,0,0
ORD02591,20251228,PRD031,SUP008,WH001,South,425,424,187.65,79751.25,21,13,0,99.76,0,0
ORD02592,20231101,PRD011,SUP009,WH006,International,415,410,1017.76,422370.4,2,19,1,98.78,0,0
ORD02593,20241104,PRD022,SUP006,WH002,International,455,422,267.44,121685.2,12,8,0,92.18,0,0
ORD02594,20231231,PRD016,SUP002,WH003,International,332,344,928.82,308368.24,13,7,0,96.51,0,0
ORD02595,20250331,PRD029,SUP001,WH002,East,127,121,482.28,61249.56,2,18,1,95.04,0,0
ORD02596,20231209,PRD009,SUP003,WH003,South,82,79,411.6,33751.2,5,12,1,96.2,0,0
ORD02597,20250804,PRD015,SUP003,WH003,International,15,13,846.96,12704.4,23,18,0,84.62,0,0
ORD02598,20250617,PRD014,SUP008,WH001,West,330,339,744.13,245562.9,19,5,0,97.35,1,0
ORD02599,20250131,PRD019,SUP005,WH003,South,31,32,429.55,13316.05,24,12,0,96.88,0,0
ORD02600,20231207,PRD031,SUP001,WH003,International,188,203,187.65,35278.2,5,18,1,92.61,0,1
ORD02601,20250730,PRD009,SUP004,WH001,South,205,230,411.6,84378.0,3,19,1,89.13,0,0
ORD02602,20240118,PRD004,SUP007,WH005,West,118,127,509.2,60085.6,19,19,1,92.91,1,0
ORD02603,20250930,PRD021,SUP005,WH006,North,381,351,200.27,76302.87,19,12,0,91.45,0,1
ORD02604,20231027,PRD007,SUP010,WH002,International,194,179,541.8,105109.2,11,7,0,91.62,1,0
ORD02605,20230519,PRD022,SUP006,WH003,West,465,523,267.44,124359.6,12,6,0,88.91,0,0
ORD02606,20231225,PRD026,SUP010,WH001,East,64,70,477.78,30577.92,19,17,0,91.43,0,0
ORD02607,20250415,PRD008,SUP004,WH003,International,238,258,911.77,217001.26,20,18,0,92.25,1,0
ORD02608,20240427,PRD024,SUP002,WH001,North,435,464,484.39,210709.65,10,12,1,93.75,0,1
ORD02609,20250627,PRD008,SUP009,WH002,West,445,414,911.77,405737.65,17,13,0,92.51,0,0
ORD02610,20250515,PRD019,SUP002,WH004,West,454,501,429.55,195015.7,12,11,0,90.62,0,0
ORD02611,20230519,PRD015,SUP002,WH005,South,28,25,846.96,23714.88,3,7,1,88.0,0,0
ORD02612,20250922,PRD016,SUP002,WH004,International,373,356,928.82,346449.86,21,8,0,95.22,0,1
ORD02613,20240310,PRD030,SUP001,WH001,North,394,376,594.75,234331.5,8,5,0,95.21,0,0
ORD02614,20240523,PRD026,SUP003,WH003,East,434,442,477.78,207356.52,8,15,1,98.19,1,1
ORD02615,20230930,PRD022,SUP006,WH005,South,456,451,267.44,121952.64,13,8,0,98.89,1,0
ORD02616,20230414,PRD023,SUP007,WH002,International,225,222,278.71,62709.75,22,13,0,98.65,1,0
ORD02617,20250131,PRD009,SUP001,WH006,North,57,58,411.6,23461.2,13,18,1,98.28,0,1
ORD02618,20250225,PRD026,SUP005,WH005,South,474,462,477.78,226467.72,10,13,1,97.4,0,0
ORD02619,20230614,PRD026,SUP005,WH003,North,169,156,477.78,80744.82,15,12,0,91.67,0,0
ORD02620,20250925,PRD030,SUP001,WH004,North,443,465,594.75,263474.25,23,18,0,95.27,0,0
ORD02621,20240603,PRD012,SUP004,WH001,South,407,442,877.03,356951.21,16,16,1,92.08,0,0
ORD02622,20240531,PRD031,SUP010,WH004,South,282,280,187.65,52917.3,13,18,1,99.29,0,0
ORD02623,20241018,PRD016,SUP001,WH005,International,105,110,928.82,97526.1,11,19,1,95.45,0,0
ORD02624,20240904,PRD004,SUP001,WH006,South,490,495,509.2,249508.0,12,10,0,98.99,0,0
ORD02625,20230613,PRD005,SUP007,WH003,International,39,34,283.03,11038.17,14,6,0,85.29,0,0
ORD02626,20230305,PRD008,SUP007,WH001,North,130,127,911.77,118530.1,20,19,0,97.64,1,0
ORD02627,20230924,PRD001,SUP003,WH003,South,376,321,769.12,289189.12,3,12,1,82.87,0,0
ORD02628,20230903,PRD028,SUP007,WH003,International,444,466,897.68,398569.92,15,4,0,95.28,0,0
ORD02629,20240130,PRD006,SUP003,WH006,International,363,364,242.61,88067.43,11,14,1,99.73,0,0
ORD02630,20240420,PRD015,SUP002,WH005,East,485,431,846.96,410775.6,3,10,1,87.47,0,0
ORD02631,20250903,PRD004,SUP010,WH004,International,199,202,509.2,101330.8,18,8,0,98.51,0,0
ORD02632,20251109,PRD021,SUP004,WH003,International,161,180,200.27,32243.47,8,16,1,89.44,0,0
ORD02633,20240711,PRD011,SUP010,WH003,East,385,367,1017.76,391837.6,23,5,0,95.1,0,0
ORD02634,20251014,PRD005,SUP003,WH003,West,264,302,283.03,74719.92,8,17,1,87.42,1,0
ORD02635,20250601,PRD018,SUP007,WH001,South,200,228,764.64,152928.0,13,18,1,87.72,0,0
ORD02636,20230527,PRD024,SUP001,WH003,East,151,164,484.39,73142.89,6,19,1,92.07,0,1
ORD02637,20241027,PRD015,SUP006,WH003,International,255,279,846.96,215974.8,10,5,0,91.4,0,0
ORD02638,20240911,PRD018,SUP002,WH005,International,43,42,764.64,32879.52,15,15,1,97.62,0,0
ORD02639,20250330,PRD020,SUP008,WH003,South,196,190,732.91,143650.36,5,14,1,96.84,0,0
ORD02640,20250513,PRD028,SUP005,WH006,North,376,427,897.68,337527.68,1,4,1,88.06,0,0
ORD02641,20240804,PRD013,SUP003,WH006,East,458,440,99.17,45419.86,8,3,0,95.91,0,0
ORD02642,20251019,PRD005,SUP010,WH003,West,95,84,283.03,26887.85,2,12,1,86.9,0,0
ORD02643,20241125,PRD030,SUP007,WH006,South,170,152,594.75,101107.5,1,14,1,88.16,0,0
ORD02644,20240211,PRD001,SUP002,WH005,South,373,397,769.12,286881.76,24,15,0,93.95,0,0
ORD02645,20240203,PRD022,SUP005,WH001,East,127,123,267.44,33964.88,16,6,0,96.75,0,0
ORD02646,20241215,PRD018,SUP008,WH006,International,120,109,764.64,91756.8,5,3,0,89.91,0,0
ORD02647,20241204,PRD014,SUP001,WH006,International,67,73,744.13,49856.71,19,6,0,91.78,0,0
ORD02648,20250130,PRD005,SUP001,WH004,West,27,27,283.03,7641.81,11,19,1,100.0,0,0
ORD02649,20240513,PRD031,SUP003,WH005,East,376,384,187.65,70556.4,8,16,1,97.92,0,0
ORD02650,20250831,PRD006,SUP003,WH006,South,368,330,242.61,89280.48,4,4,1,88.48,0,0
ORD02651,20230323,PRD027,SUP007,WH001,East,149,135,171.86,25607.14,14,16,1,89.63,0,0
ORD02652,20240826,PRD024,SUP006,WH004,North,467,415,484.39,226210.13,17,12,0,87.47,0,0
ORD02653,20250210,PRD025,SUP007,WH003,South,203,204,1052.26,213608.78,9,5,0,99.51,0,0
ORD02654,20250621,PRD029,SUP004,WH005,West,139,150,482.28,67036.92,4,17,1,92.67,0,0
ORD02655,20231231,PRD031,SUP002,WH006,West,463,495,187.65,86881.95,2,9,1,93.54,0,0
ORD02656,20230612,PRD028,SUP002,WH003,South,221,205,897.68,198387.28,10,17,1,92.2,0,0
ORD02657,20251207,PRD016,SUP010,WH005,International,495,547,928.82,459765.9,19,14,0,90.49,0,0
ORD02658,20240525,PRD022,SUP001,WH004,South,293,258,267.44,78359.92,22,6,0,86.43,0,0
ORD02659,20230426,PRD021,SUP009,WH006,South,129,114,200.27,25834.83,9,3,0,86.84,0,0
ORD02660,20250729,PRD012,SUP007,WH001,North,388,429,877.03,340287.64,22,7,0,90.44,0,0
ORD02661,20231203,PRD020,SUP010,WH005,South,51,47,732.91,37378.41,16,11,0,91.49,0,0
ORD02662,20250530,PRD018,SUP003,WH001,East,12,13,764.64,9175.68,20,10,0,92.31,0,0
ORD02663,20250106,PRD002,SUP002,WH003,East,441,376,297.65,131263.65,17,16,0,82.71,0,0
ORD02664,20250419,PRD023,SUP003,WH003,West,238,209,278.71,66332.98,2,16,1,86.12,0,0
ORD02665,20230527,PRD021,SUP007,WH004,International,238,246,200.27,47664.26,23,6,0,96.75,0,0
ORD02666,20240318,PRD032,SUP005,WH004,West,499,451,717.71,358137.29,19,9,0,89.36,0,0
ORD02667,20250416,PRD023,SUP003,WH002,North,482,414,278.71,134338.22,2,4,1,83.57,0,0
ORD02668,20251102,PRD013,SUP009,WH002,South,352,349,99.17,34907.84,16,13,0,99.14,0,0
ORD02669,20250731,PRD027,SUP002,WH004,West,150,142,171.86,25779.0,16,9,0,94.37,0,1
ORD02670,20231014,PRD017,SUP007,WH006,South,66,72,1040.45,68669.7,22,19,0,91.67,1,1
ORD02671,20241220,PRD017,SUP010,WH003,West,225,247,1040.45,234101.25,14,17,1,91.09,0,0
ORD02672,20240424,PRD016,SUP006,WH001,South,140,145,928.82,130034.8,20,6,0,96.55,0,0
ORD02673,20230122,PRD021,SUP006,WH004,West,123,115,200.27,24633.21,1,4,1,93.04,0,0
ORD02674,20241113,PRD018,SUP007,WH006,East,200,198,764.64,152928.0,9,11,1,98.99,0,1
ORD02675,20250624,PRD008,SUP006,WH001,North,252,267,911.77,229766.04,15,14,0,94.38,0,0
ORD02676,20231116,PRD030,SUP002,WH002,West,303,264,594.75,180209.25,15,5,0,85.23,0,0
ORD02677,20230506,PRD031,SUP005,WH001,East,324,308,187.65,60798.6,11,7,0,94.81,0,0
ORD02678,20231004,PRD003,SUP003,WH004,International,37,41,813.66,30105.42,5,11,1,90.24,0,0
ORD02679,20230713,PRD017,SUP009,WH003,West,35,34,1040.45,36415.75,8,11,1,97.06,0,0
ORD02680,20241126,PRD029,SUP008,WH004,South,93,96,482.28,44852.04,22,18,0,96.88,0,0
ORD02681,20230226,PRD018,SUP010,WH005,North,356,313,764.64,272211.84,7,4,0,86.26,0,0
ORD02682,20230119,PRD026,SUP002,WH006,East,330,357,477.78,157667.4,6,14,1,92.44,0,0
ORD02683,20230921,PRD026,SUP001,WH006,East,339,298,477.78,161967.42,7,13,1,86.24,0,0
ORD02684,20250304,PRD023,SUP004,WH006,North,211,234,278.71,58807.81,19,5,0,90.17,0,0
ORD02685,20230423,PRD006,SUP004,WH005,West,70,62,242.61,16982.7,14,5,0,87.1,1,1
ORD02686,20240625,PRD028,SUP010,WH005,South,194,217,897.68,174149.92,11,17,1,89.4,0,0
ORD02687,20241008,PRD008,SUP002,WH003,International,255,245,911.77,232501.35,19,14,0,95.92,0,0
ORD02688,20240801,PRD023,SUP007,WH006,West,10,10,278.71,2787.1,14,3,0,100.0,0,0
ORD02689,20251224,PRD030,SUP003,WH004,North,425,469,594.75,252768.75,19,13,0,90.62,0,0
ORD02690,20230125,PRD026,SUP007,WH005,West,252,215,477.78,120400.56,6,4,0,82.79,0,0
ORD02691,20230101,PRD013,SUP007,WH004,West,41,38,99.17,4065.97,1,16,1,92.11,0,0
ORD02692,20250629,PRD008,SUP001,WH002,North,244,274,911.77,222471.88,14,3,0,89.05,0,0
ORD02693,20230521,PRD019,SUP006,WH006,North,420,406,429.55,180411.0,12,17,1,96.55,0,0
ORD02694,20241009,PRD006,SUP004,WH005,International,406,431,242.61,98499.66,12,6,0,94.2,1,0
ORD02695,20230707,PRD029,SUP008,WH005,North,26,23,482.28,12539.28,9,4,0,86.96,0,0
ORD02696,20230720,PRD023,SUP008,WH003,North,421,444,278.71,117336.91,9,17,1,94.82,0,0
ORD02697,20230914,PRD015,SUP003,WH004,North,98,85,846.96,83002.08,14,15,1,84.71,0,0
ORD02698,20240630,PRD032,SUP004,WH003,East,61,65,717.71,43780.31,20,12,0,93.85,0,0
ORD02699,20230713,PRD010,SUP001,WH003,North,379,359,127.14,48186.06,2,17,1,94.43,1,0
ORD02700,20241203,PRD027,SUP010,WH004,North,173,171,171.86,29731.78,14,8,0,98.83,0,0
ORD02701,20250312,PRD017,SUP002,WH002,North,312,281,1040.45,324620.4,23,12,0,88.97,0,0
ORD02702,20250730,PRD001,SUP007,WH004,International,459,477,769.12,353026.08,7,5,0,96.23,0,0
ORD02703,20240218,PRD007,SUP007,WH002,West,425,404,541.8,230265.0,15,15,1,94.8,0,0
ORD02704,20250628,PRD029,SUP009,WH003,North,41,40,482.28,19773.48,22,8,0,97.5,0,0
ORD02705,20230707,PRD027,SUP010,WH002,North,207,216,171.86,35575.02,8,16,1,95.83,0,0
ORD02706,20230214,PRD013,SUP009,WH006,International,360,325,99.17,35701.2,19,13,0,89.23,0,0
ORD02707,20230324,PRD003,SUP009,WH002,West,388,429,813.66,315700.08,2,17,1,90.44,0,0
ORD02708,20231224,PRD019,SUP006,WH002,International,448,480,429.55,192438.4,1,15,1,93.33,0,0
ORD02709,20251225,PRD015,SUP008,WH005,South,210,215,846.96,177861.6,19,18,0,97.67,0,0
ORD02710,20250724,PRD005,SUP009,WH005,South,116,103,283.03,32831.48,24,14,0,87.38,0,0
ORD02711,20240110,PRD031,SUP007,WH003,South,393,415,187.65,73746.45,8,3,0,94.7,0,0
ORD02712,20230611,PRD032,SUP004,WH004,North,345,295,717.71,247609.95,7,16,1,83.05,1,0
ORD02713,20231118,PRD011,SUP004,WH002,International,354,386,1017.76,360287.04,18,5,0,91.71,0,0
ORD02714,20240325,PRD022,SUP006,WH006,North,305,287,267.44,81569.2,19,12,0,93.73,0,0
ORD02715,20251102,PRD018,SUP004,WH005,South,37,33,764.64,28291.68,13,12,0,87.88,0,0
ORD02716,20230703,PRD032,SUP007,WH004,West,346,311,717.71,248327.66,16,3,0,88.75,0,0
ORD02717,20230421,PRD003,SUP008,WH006,West,296,337,813.66,240843.36,23,19,0,87.83,0,0
ORD02718,20240522,PRD006,SUP008,WH002,International,128,139,242.61,31054.08,11,3,0,92.09,1,0
ORD02719,20231022,PRD003,SUP008,WH004,West,352,324,813.66,286408.32,24,7,0,91.36,0,0
ORD02720,20250622,PRD030,SUP002,WH006,South,40,46,594.75,23790.0,22,8,0,86.96,0,0
ORD02721,20250831,PRD005,SUP010,WH001,International,163,145,283.03,46133.89,10,3,0,87.59,0,0
ORD02722,20240923,PRD009,SUP002,WH006,International,269,288,411.6,110720.4,19,19,1,93.4,0,0
ORD02723,20251116,PRD028,SUP002,WH006,South,496,519,897.68,445249.28,5,14,1,95.57,0,0
ORD02724,20250102,PRD032,SUP002,WH002,South,116,127,717.71,83254.36,12,6,0,91.34,0,0
ORD02725,20231117,PRD019,SUP004,WH004,South,260,251,429.55,111683.0,4,6,1,96.41,0,0
ORD02726,20250701,PRD028,SUP005,WH002,South,372,361,897.68,333936.96,16,12,0,96.95,0,0
ORD02727,20240312,PRD027,SUP004,WH002,International,116,120,171.86,19935.76,2,10,1,96.67,0,0
ORD02728,20250219,PRD013,SUP005,WH001,West,451,437,99.17,44725.67,4,14,1,96.8,0,0
ORD02729,20251212,PRD029,SUP004,WH006,South,126,109,482.28,60767.28,16,14,0,84.4,0,0
ORD02730,20241226,PRD006,SUP007,WH004,East,254,272,242.61,61622.94,22,5,0,93.38,0,0
ORD02731,20230131,PRD011,SUP010,WH003,International,88,92,1017.76,89562.88,11,18,1,95.65,0,0
ORD02732,20231203,PRD021,SUP001,WH005,North,238,233,200.27,47664.26,6,6,1,97.85,1,0
ORD02733,20230702,PRD021,SUP001,WH002,West,495,466,200.27,99133.65,11,7,0,93.78,0,0
ORD02734,20251112,PRD027,SUP002,WH002,International,32,30,171.86,5499.52,10,17,1,93.33,0,0
ORD02735,20240627,PRD030,SUP001,WH002,South,206,221,594.75,122518.5,15,10,0,93.21,0,0
ORD02736,20251030,PRD014,SUP010,WH002,East,370,395,744.13,275328.1,21,12,0,93.67,0,0
ORD02737,20241021,PRD006,SUP010,WH005,North,197,216,242.61,47794.17,7,3,0,91.2,0,0
ORD02738,20230609,PRD006,SUP003,WH003,West,436,470,242.61,105777.96,21,12,0,92.77,0,0
ORD02739,20251103,PRD017,SUP006,WH001,South,226,243,1040.45,235141.7,15,19,1,93.0,0,0
ORD02740,20240216,PRD011,SUP010,WH003,International,487,451,1017.76,495649.12,22,6,0,92.02,0,0
ORD02741,20251008,PRD015,SUP006,WH005,International,256,225,846.96,216821.76,1,15,1,86.22,0,0
ORD02742,20230222,PRD009,SUP001,WH004,West,163,176,411.6,67090.8,8,8,1,92.61,0,0
ORD02743,20240212,PRD021,SUP006,WH001,East,204,179,200.27,40855.08,5,3,0,86.03,0,0
ORD02744,20250426,PRD017,SUP005,WH001,South,125,143,1040.45,130056.25,21,3,0,87.41,0,0
ORD02745,20251111,PRD024,SUP007,WH004,West,205,228,484.39,99299.95,6,5,0,89.91,0,0
ORD02746,20251119,PRD007,SUP006,WH006,West,64,65,541.8,34675.2,22,7,0,98.46,0,0
ORD02747,20241203,PRD007,SUP007,WH002,International,184,176,541.8,99691.2,24,14,0,95.45,0,1
ORD02748,20230917,PRD031,SUP002,WH005,West,475,479,187.65,89133.75,4,3,0,99.16,0,0
ORD02749,20251218,PRD030,SUP001,WH004,North,452,484,594.75,268827.0,15,11,0,93.39,0,0
ORD02750,20250214,PRD021,SUP007,WH003,North,494,532,200.27,98933.38,4,19,1,92.86,0,1
ORD02751,20251101,PRD001,SUP009,WH003,South,468,408,769.12,359948.16,3,15,1,85.29,0,0
ORD02752,20250429,PRD025,SUP002,WH006,West,468,511,1052.26,492457.68,16,16,1,91.59,0,0
ORD02753,20231220,PRD032,SUP007,WH004,International,493,514,717.71,353831.03,16,13,0,95.91,0,0
ORD02754,20250522,PRD027,SUP003,WH005,South,153,132,171.86,26294.58,8,13,1,84.09,0,0
ORD02755,20250917,PRD025,SUP006,WH006,East,323,305,1052.26,339879.98,21,6,0,94.1,0,0
ORD02756,20251014,PRD008,SUP003,WH006,International,372,373,911.77,339178.44,24,11,0,99.73,0,0
ORD02757,20231021,PRD005,SUP010,WH006,East,226,205,283.03,63964.78,6,6,1,89.76,0,0
ORD02758,20230728,PRD030,SUP005,WH001,South,266,238,594.75,158203.5,21,14,0,88.24,0,0
ORD02759,20250328,PRD019,SUP002,WH001,North,136,116,429.55,58418.8,13,8,0,82.76,0,0
ORD02760,20240125,PRD008,SUP008,WH002,International,483,543,911.77,440384.91,9,13,1,88.95,0,0
ORD02761,20231121,PRD017,SUP008,WH005,International,182,158,1040.45,189361.9,9,7,0,84.81,0,0
ORD02762,20250728,PRD019,SUP007,WH003,South,103,99,429.55,44243.65,11,18,1,95.96,0,0
ORD02763,20250607,PRD012,SUP006,WH003,International,399,364,877.03,349934.97,8,13,1,90.38,1,0
ORD02764,20241029,PRD027,SUP001,WH002,International,228,244,171.86,39184.08,13,7,0,93.44,0,0
ORD02765,20240924,PRD023,SUP008,WH003,South,61,65,278.71,17001.31,19,11,0,93.85,0,0
ORD02766,20240730,PRD030,SUP001,WH006,West,28,31,594.75,16653.0,22,13,0,90.32,0,0
ORD02767,20230517,PRD015,SUP008,WH002,South,367,380,846.96,310834.32,1,17,1,96.58,0,0
ORD02768,20240303,PRD004,SUP002,WH002,International,246,253,509.2,125263.2,17,19,1,97.23,0,0
ORD02769,20240903,PRD023,SUP008,WH004,South,180,175,278.71,50167.8,6,16,1,97.14,0,0
ORD02770,20250629,PRD012,SUP010,WH001,International,284,296,877.03,249076.52,12,9,0,95.95,0,0
ORD02771,20250329,PRD027,SUP004,WH005,East,304,269,171.86,52245.44,4,18,1,86.99,0,0
ORD02772,20230521,PRD013,SUP007,WH005,East,373,394,99.17,36990.41,21,11,0,94.67,0,0
ORD02773,20230626,PRD014,SUP005,WH001,North,169,149,744.13,125757.97,16,5,0,86.58,0,0
ORD02774,20230717,PRD005,SUP008,WH006,South,249,276,283.03,70474.47,21,18,0,90.22,0,0
ORD02775,20240915,PRD022,SUP006,WH005,South,74,74,267.44,19790.56,3,9,1,100.0,0,0
ORD02776,20241121,PRD016,SUP005,WH003,East,226,228,928.82,209913.32,17,9,0,99.12,1,0
ORD02777,20240205,PRD030,SUP001,WH003,East,56,57,594.75,33306.0,22,3,0,98.25,0,0
ORD02778,20240415,PRD007,SUP003,WH005,East,406,440,541.8,219970.8,18,10,0,92.27,0,0
ORD02779,20230806,PRD015,SUP010,WH004,North,83,82,846.96,70297.68,18,3,0,98.78,0,0
ORD02780,20250717,PRD013,SUP009,WH005,North,475,465,99.17,47105.75,18,14,0,97.85,1,0
ORD02781,20240923,PRD026,SUP009,WH002,West,173,162,477.78,82655.94,8,19,1,93.21,0,0
ORD02782,20250808,PRD016,SUP005,WH006,South,479,426,928.82,444904.78,23,12,0,87.56,0,0
ORD02783,20250624,PRD012,SUP003,WH002,North,207,188,877.03,181545.21,8,11,1,89.89,0,0
ORD02784,20230624,PRD007,SUP006,WH001,International,420,357,541.8,227556.0,13,12,0,82.35,0,0
ORD02785,20230123,PRD016,SUP005,WH006,South,337,374,928.82,313012.34,12,13,1,90.11,0,0
ORD02786,20230823,PRD023,SUP001,WH006,West,417,450,278.71,116222.07,15,12,0,92.67,0,0
ORD02787,20251102,PRD023,SUP002,WH003,East,157,144,278.71,43757.47,10,19,1,90.97,0,0
ORD02788,20250717,PRD027,SUP005,WH006,West,95,81,171.86,16326.7,9,9,1,82.72,0,0
ORD02789,20240606,PRD013,SUP009,WH004,South,18,18,99.17,1785.06,3,7,1,100.0,1,0
ORD02790,20240306,PRD029,SUP004,WH005,East,262,255,482.28,126357.36,10,14,1,97.25,1,0
ORD02791,20250303,PRD023,SUP009,WH002,West,241,261,278.71,67169.11,17,7,0,92.34,0,0
ORD02792,20240616,PRD003,SUP003,WH003,West,385,374,813.66,313259.1,15,3,0,97.06,0,0
ORD02793,20250905,PRD015,SUP001,WH003,South,432,479,846.96,365886.72,24,12,0,90.19,0,0
ORD02794,20250320,PRD028,SUP006,WH004,North,476,418,897.68,427295.68,10,9,0,86.12,0,0
ORD02795,20250701,PRD003,SUP010,WH004,International,256,246,813.66,208296.96,20,14,0,95.93,0,0
ORD02796,20250520,PRD007,SUP007,WH004,West,379,428,541.8,205342.2,21,4,0,88.55,0,0
ORD02797,20240623,PRD030,SUP004,WH004,International,10,9,594.75,5947.5,14,11,0,88.89,1,0
